tweet_id,tweet,sentiment,hashtags,subjectivity,polarity
165,anyone sxsw want ipad line pick one someone will pay grab,1,sxsw,0.0,0.0
1352,gt gt mention google launch major new social network call circle possibly today link sxsw,2,sxsw,0.5053030303030304,0.05804924242424242
6431,mention p mention google throw b tchin pay shout spazmatics sxsw,2,sxsw,0.0,0.0
634,mention g iphone hrs tweet rise austin dead need upgrade plugin station sxsw,0,rise austin sxsw,0.4,-0.2
4544,anyone know google talk circle sxsw,1,circles sxsw,0.0,0.0
568,mention google set launch new social network circle today sxsw mention mention,1,circles sxsw,0.2606060606060606,0.08484848484848484
775,google launch major new social network call circle possibly today link sxsw,1,sxsw,0.5053030303030304,0.05804924242424242
5368,stand long line surround unemployed techies brooklyn sxsw apple store th ave wait ipad,3,sxsw,0.4,-0.05
3087,wow something venture kick ass film google blekko detail good choice mention sxsw staups vc movie awesome,1,sxsw startups vc movie awesome,0.8666666666666667,0.6
5398,mention ipad dj need one tuesday douche bag need apply sxsw,1,sxsw,0.0,0.0
2491,pack many apple devices alarm set see ya sxsw psyched meet finally many guy,2,apple sxsw,0.5,0.5
1993,check offer google cool link sxsw,2,sxsw,0.65,0.35
6275,mention look interest google launch major new social network call circle possibly today link sxsw,2,sxsw,0.5053030303030304,0.05804924242424242
1178,go whole day w laptop amp use ipad things miss ftp cloudapp fast type amp skype ipad sxsw,0,ipad sxsw,0.5,0.2
3628,find stupid stupid game ipad currently special sxsw sale link,1,ipad sxsw,0.7428571428571429,-0.4107142857142857
328,overhear sxsw quot google launch products people events quot,1,sxsw,0.0,0.0
7112,mayer people drive bn miles year use google map navigation whither sit nav sxsw,1,sxsw,0.0,0.0
5838,mention google launch geo social offer sxsw link deferomobile,1,sxsw deferomobile,0.06666666666666667,0.03333333333333333
6895,mention give away shiny ipad sxsw quotables simply sign enter automatically gt gt link ipad sxsw,1,ipad sxsw,0.35714285714285715,0.0
3550,hear downtown location sell merchandise last night sxsw apple ipad,1,sxsw apple ipad,0.06666666666666667,0.0
885,bum miss sxsw year quarantine kiddie cold garageband ipad comfo fb,2,sxsw fb,1.0,-0.6
2007,lonely planet make austin guide free sxsw grab never know need link,1,sxsw,0.75,0.15000000000000002
8697,sxsw groupme say go global first add new social feature link android iphone sms stevemaocci sxsw,1,android iphone sms stevemartocci sxsw,0.21363636363636362,0.10492424242424242
2989,time warner cable roll ipad app live tv march link entry friends house sxsw,1,entry friends house sxsw,0.5,0.13636363636363635
8312,sxsw post mobile social pay mention link via mention could win photography gear amp ipad,1,sxsw,0.23333333333333334,0.4166666666666667
5537,mention awesome new version mention iphone new web site come sxsw want demo meet mention sxsw pls,2,sxsw sxsw,0.6363636363636364,0.42424242424242414
1569,download mention let one sf sweet mention mention mention link love vid via lenashaw sxsw,1,sxsw,0.625,0.425
1415,nice move apple set open popup shop core sxsw action link,2,sxsw,0.5333333333333333,0.2333333333333333
8983,motley fool google prepare fight facebook circle may appear sxsw way link,1,sxsw,0.9,0.6
5058,mention google lose way care much business vs users mention psych sxsw,0,psych sxsw,0.2,0.2
6831,mention update recco link sxsw panel pay def good time follow friends b newbie,1,recco sxsw,0.6000000000000001,0.7
579,mention google launch major new social network call circle possibly today link sxsw dejavu,1,sxsw,0.5053030303030304,0.05804924242424242
1666,quot see one ipad sxsw far quot audience members raise ipad,1,sxsw,1.0,0.1
1843,lt rumor gt mention google launch major new social network call circle possibly today link sxsw,1,sxsw,0.5053030303030304,0.05804924242424242
529,tessie frontwoman intimate stranger ink painful place get ink respect location link sxsw,1,sxsw,0.75,-0.24999999999999997
3760,mention quot future quot contextual discovery nice way aiculating intersection social mobile search sxsw,1,sxsw,0.3972222222222222,0.2111111111111111
7433,google repoedly unveil new social network call circle likely launch may link googlecircles googleme sxsw,1,googlecircles googleme sxsw,0.5070707070707071,0.05656565656565656
2522,sxsw tradeshow floor engage w multi touch interactive wall take pa augment reality enter win ipad,1,sxsw,0.4,0.8
3484,sxsw fashion essential photo iphone mention mention mention,1,sxsw ,0.3,0.0
7372,awesome iphone charge lockers registrant lounge sxsw link,2,sxsw,1.0,1.0
1488,brilliant hope plenty ipads mention apple open pop shop sxsw repo link sxsw,2,sxsw,0.75,0.45
3967,launchrock vencorps want give k best staups sxsw link,1,sxsw,0.3,1.0
2435,compose tweet acerbic cynical ipad users phone crash dump apps twitterpower sxsw imthatgood,0,twitterpower sxsw imthatgood,1.0,-0.6
6087,mention sxsw teach anything want ipad dont know,2,sxsw,0.0,0.0
4542,anyone news sxsw ipad must course link,2,sxsw ipad,0.0,0.0
624,minus hours social media mavens sta perform degrade sex act iphone charge sxsw,1,sxsw,0.08333333333333334,-0.03333333333333334
3404,haha iphone sxsw,1,sxsw,0.3,0.2
3850,talk mistake make build netflix iphone sxsw netflixiphone,0,sxsw netflixiphone,0.0,0.0
1804,say booths tradeshow waffle ipad poion reps dress crazy character sxsw,1,sxsw,0.9,-0.6
2937,ipad mention apple store sxsw photos thank mention mention mention gappacker flavugm marcusross jordanbell link,1,ipad sxsw,0.0,0.0
4855,google launch major new social network call circle possibly today link sxsw,1,google circles sxsw,0.5053030303030304,0.05804924242424242
2417,bjdproductions apple open pop store austin sxsw geekfest apple link tech,1,bjdproductions apple sxsw tech,0.5,0.0
3536,thoughts path iphone photo app sxsw iphoneography mobilephotography,1,sxsw iphoneography mobilephotography,0.0,0.0
1779,heck w sick apple supposedly set mini store sxsw go amp feel plan go,1,apple sxsw,0.8571428571428571,-0.7142857142857143
6129,mention line might well popup apple store austin sxsw ipad,1,sxsw ipad,0.0,0.0
489,sq see facebook google competition via mention checkins sxsw,1,sq checkins sxsw,0.0,0.0
2296,google labs fusion table make election day foursquare visualization possible sxsw pr,2,sxsw,1.0,0.0
3269,tech lightbox photos want new android camera app sxsw although android adoption link technology,2,tech lightbox photos android sxsw technology,0.45454545454545453,0.13636363636363635
4274,google marissa mayer location base fast fun future link sxsw sxswi,2,sxsw sxswi,0.48125,-0.07500000000000002
180,spend come sxsw already use ipad wait couple city block ipad sxsw link,0,ipad sxsw,0.0,0.0
4711,nothing quite like sxsw make want ipad desperately almost drool guy next,2,sxsw,0.5,-0.3
51,mention link lt help forward doc anonymous account techies amp ppl help us jam libya sxsw,1,libya sxsw,0.0,0.0
5252,mention social impoant google screw big launch circus link via mention sxsw,1,social google sxsw,0.08333333333333334,0.016666666666666666
7204,think people spend lot time star iphone last year sxsw wait,1,sxsw,0.06666666666666667,0.0
4583,google new social network quot circle quot announce today sxsw,1,sxsw,0.2606060606060606,0.08484848484848484
7077,apple open pop shop sxsw repo link sxsw,1,sxsw,0.5,0.0
5399,mention ipad leave apple store sxsw anyone know,1,sxsw,0.0,0.0
1438,new ubersocial iphone app store include uberguide sxsw sponsor mashable link,1,ubersocial iphone sxsw mashable,0.45454545454545453,0.13636363636363635
6541,mention mention google set launch new social network circle today sxsw,1,circles sxsw,0.2606060606060606,0.08484848484848484
7456,cunning apple keep ipad popup store open late next sxsw pay impulsive late night purchase regret,2,ipad sxsw,0.48,-0.12
7792,n oppounity knock link cod valid p infektd sxsw necro,1,infektd sxsw necro,0.0,0.0
8178,lazers mention display tonite link gsdm google industry pay link sxsw,1,gsdm google sxsw,0.0,0.0
4469,correction cab driver well prepare sxsw get laptop blackberry iphone dashboard get regular cell,1,sxsw,0.07692307692307693,0.0
8016,sxsw fmsignal marissa mayer google announce check ins interview john battelle link,1,sxsw fmsignal google,0.0,0.0
2339,sxsw enchantment mention quot like say please register go google quot hahah,1,sxsw enchantment,0.0,0.0
6615,mention mention tweet register exclusive pass events pay ipad sxsw libey free sxswpass,1,sxsw sxswpass,0.8,0.4
680,tim soo invisible instrument jaw drop iphone wii controller link lovemusicapi sxsw,2,lovemusicapi sxsw,0.0,0.0
6669,mention appear apple open pop store austin sxsw employees try hide beechwood table give away,1,sxsw,0.5,0.0
6034,mention horror stories women tech link sxsw,1,sxsw to,0.0,0.0
5755,mention full sxsw touchingstories presentation link,1,sxsw touchingstories,0.55,0.35
4671,listen congo os ipanemas via discovr app iphone link live sxsw,1,sxsw,0.5,0.13636363636363635
8772,eventful day eahquake tsunami ipad plus sxsw link,1,ipad sxsw,0.0,0.0
6127,mention ipad design headaches take two tablets call panel excite hear mention live sxsw,1,sxsw,0.5,0.13636363636363635
8850,tire wait line mention store best buy austin announce ipad sale today sxswinfo sxsw,1,sxswinfo sxsw,0.3,1.0
4806,sma entrepreneur would set line consignment shop help sell outdated ipad units sxsw link,1,sxsw,0.6333333333333334,-0.4000000000000001
1607,mention walk industry pay gsdm amp google austin tx sxsw,1,gsdm google sxsw,0.0,0.0
704,check iphone developer meet sxsw link sxsw,2,sxsw,0.0,0.0
828,google launch social network definitely sxsw rumor still link googlecircles,1,sxsw googlecircles,0.2833333333333333,0.016666666666666666
7262,anyone know sxsw apple store still ipads,1,sxsw,0.0,0.0
3749,good point mention love mention sxsw quot apple come cool technology go conferences quot,2,sxsw,0.6166666666666667,0.5166666666666666
4658,apple open downtown austin pop store sxsw mention even begin apple win sxsw link,2,sxsw,0.45,0.4
8426,chance mention buy ipad sxsw unless already get one way,1,sxsw,0.0,0.0
8099,sta google doodle burn man pac man beyond let ser get new ideas sapo sxsw,1,sxsw,0.45454545454545453,0.13636363636363635
5174,mention quot everyone already one quot anti theft protection leave laptop ipad go get latte sxsw mention,1,sxsw,0.0,0.0
8330,quot lotta hipsters could meet guy fedora ipad quot mention assistant stage sxsw,1,sxsw,0.0,0.0
7152,tech even begin apple win sxsw link,2,tech sxsw,0.4,0.8
5083,mention link hear apple open temporary store sxsw via mention,2,sxsw,0.5,0.0
7190,sxsw folks take note ipad sure download dan bricklin app notetaker really sweet thank mention,2,sxsw,0.7694444444444444,0.425
3876,u quot google launch major new social network call circle possibly today quot link sxsw,1,sxsw,0.5053030303030304,0.05804924242424242
5214,mention apple set pop store austin sell bajillions ipad sxsw attendees link brilliant,2,apple sxsw,1.0,0.9
5415,mention apple announce pop store sxsw see take future pop store link client,1,sxsw,0.125,0.0
8107,vestibule temp apple store min wait ipad amp g replenish supply sxsw,2,sxsw,0.0,0.0
4618,google bing search smackdown panel giant room enough chair hope search quot floor sit quot sxsw,3,sxsw,0.75,0.0
3426,lot chatter around google new social network circle sxsw kek,1,sxsw,0.2606060606060606,0.08484848484848484
1845,watch talk guy hire jony ive apple sxsw industrialdesign,1,sxsw industrialdesign,0.0,0.0
6675,mention sound voice shoot exploit apple amp best buy day return policy imacs brilliant sxsw,1,sxsw,0.5666666666666667,0.7666666666666666
5590,mention cameron sinclair mention spearhead japan disaster relief sxsw via twitter amp iphone link,1,sxsw,0.0,0.0
4606,tweet sxsw pretty non existent today thank mention iphone app fail hootsuite epic replacement owllove,0,sxsw fail owllove,0.5666666666666665,-0.049999999999999996
8235,arrive google mention sxsw pay awesome,2,sxsw,1.0,1.0
1687,ipad lounge recharge see ipad show daily sxsw austin detail link,1,ipad art ipad sxsw,0.0,0.0
4659,apple open pop store austin sixth amp congress sxsw link ipad,1,sxsw ipad,0.5,0.0
1943,viualwallet sxsw paypal get physical goods cut apple get software viual goods,1,virtualwallet sxsw paypal apple,0.14285714285714285,0.0
7469,original products device nut sxsw eg ipad,3,sxsw,0.75,0.375
1768,sxsw novelty ipad news apps fade fast among digital delegate link,1,sxsw ipad,0.3,0.1
3668,jut time sxsw gt group texting war heat fast society launch new android app update iphone app link,2,sxsw,0.5272727272727272,0.16818181818181818
8565,get google pay speakeasy free drink food come sxsw,1,sxsw,0.8,0.4
5079,mention fyi break google launch major new social network call circle today link via mention sxsw socialmedia,1,sxsw socialmedia,0.34040404040404043,0.0773989898989899
414,crazy big crowd sxsw mention apple store sxsw link,1,sxsw,0.5,-0.3
6959,mention woah dude sxsw get brand tattoo exchange ipad really link mention think,1,sxsw,0.2,0.2
8687,apple popup store sxsw link,1,sxsw,0.0,0.0
6741,mention internet blur link ipad fade link mention sxsw,1,sxsw,0.0,0.0
4454,sit floor behind guy fondle new ipad disturb way sxsw,0,sxsw,0.5772727272727273,-0.13181818181818183
2199,give away ipad panel wish luck sxsw,2,sxsw,0.0,0.0
1508,world largest ipad sxsw link,2,sxsw,0.0,0.0
7739,iphone version flipboard hopefully summer sxflip sxsw,2,sxflip sxsw,0.0,0.0
7302,set google gsdm sxsw pay go zing check events sxsurrogates com come,2,gsdm sxsw,0.0,0.0
5588,mention calvin geek charlie sheen goddesses mention mention mention schmittastic google sxsw,1,google sxsw,0.0,0.0
2009,lonely planet free guide austin link iphone sxsw,1,sxsw,0.75,0.15000000000000002
5909,mention google launch major new social network call circle possibly today mention link via mention sxsw,1,sxsw,0.5053030303030304,0.05804924242424242
2430,apple hp pop sxsw set temp sit link austin atx austinbusiness,1,apple hp sxsw austin atx austinbusiness,0.0,0.0
5831,mention google launch products sxsw link,1,sxsw,0.0,0.0
7553,seat turkey bowl armadillo amp kill list sxxpress pass acquire could buy ipad sxsw,2,sxsw,0.0,0.0
3901,make press room get swag register ipad hopefully get meet mike tyson mention sxsw,1,sxsw,0.0,0.0
7974,still use tweetie mac amp run leopard pariah sxsw wish least android something make cool,2,sxsw,0.525,0.024999999999999994
3264,google might launch circle today sxsw link mobile,1,sxsw mobile,0.0,0.0
8256,next life come back ipad women keep hand thing sxsw,2,sxsw,0.0,0.0
1876,win ipad sxsw via mention sxsw link,2,sxsw,0.4,0.8
4400,way android pay hewlitt packard badass thing goiing free food booze music love sxsw,1,sxsw,0.7,0.45
893,hootsuite mobile sxsw update iphone blackberry amp android share paul link share,1,sxsw shared,0.0,0.0
8501,ipad tweet rid thru sxsw,2,sxsw,0.0,0.0
1810,setup sxsw demo restaurant page sign download iphone app check link amp say hi mention sxswi,2,sxsw sxswi,0.0,0.0
6987,mention yes update iphone app song info mention stream others also live video stream sxsw link,2,sxsw,0.5,0.13636363636363635
1878,ipad hand exquisite sxsw,2,sxsw,1.0,1.0
1907,best schwag see sxsw mention battery charger iphone get one,2,sxsw,0.3,1.0
5216,mention apple open pop store sxsw time ipad sales link,1,apple sxsw ipad,0.5,0.0
5962,mention decide need ipad usguys sxsw agree,2,usguys sxsw,0.0,0.0
4319,yup mention wake iphone finish recharge mean get enough sleep last night right sxsw,1,sxsw,0.4474702380952381,-0.006696428571428575
3174,platform concegoers launch android app time sxsw link sxsw link,1,sxsw,0.0,0.0
6652,mention server challenge huge hit sxsw come booth try hand win iphone bottle opener case beat mins,1,sxsw,0.65,0.6000000000000001
4502,anyone find makeshift apple store sxsw yet,2,apple sxsw,0.0,0.0
161,apple sxsw store still ipad sho line,2,sxsw,0.0,0.0
1221,accord google marissa mayer future location augment reality contextual discovery make smaphones smaer sxsw fb,1,sxsw fb,0.125,0.0
4594,money money money apple head sxsw set temporary store austin link via mention,1,apple sxsw,0.0,0.0
1674,quot oh mention go search quot watch google mention seem come launch sxsw,1,mention launch sxsw,0.0,0.0
5655,mention dawn ipad app week early help prep sxsw link,2,sxsw,0.3,0.1
4382,seattle sxsw peep today replacement iphone hand back action,2,seattle sxsw,0.05,0.05
2762,iphone mute tag people conversations quot mention mobile sxsw notatsxsw quot mention,1,sxsw notatsxsw,0.0,0.0
2434,discover new conversation icebreaker quot hey new ipad yes quot sxsw social,2,sxsw social,0.32525252525252524,0.10202020202020201
6575,mention mention rumor apple open temporary store downtown austin sxsw ipad launch link,1,sxsw,0.5,0.0
2802,great blog latest news sxsw like open apple store link sxsw mention,2,sxsw apple sxsw,0.7166666666666667,0.43333333333333335
5108,mention mention bt sxsw quot really great social search probably good idea google quot mention,2,bt sxsw google quot,0.47222222222222227,0.5111111111111111
3470,personal guide austin sxsw link,1,sxsw,0.3,0.0
1566,mention apple open temporary store friday scarbrough build th congress sxsw link,1,sxsw,0.5,0.0
217,rumor monger good read google circle preview mention sxsw link mention via mention socbiz fb,2,google circles sxsw socbiz fb,0.6000000000000001,0.7
4204,realllllllly need upgrade phone haha mention iphone apps probably need use sxsw link,2,sxsw,0.3,0.2
5441,mention apple like pay long gadget like many close system work pnid sxsw,1,pnid sxsw,0.45,0.225
8198,spot sxsw man need ipad link sxswi,2,sxsw sxswi,0.0,0.0
8975,piday google sxsw booth link,1,piday google sxsw,0.0,0.0
7550,thank free drink google sxsw mention speakeasy w others link,2,sxsw,0.8,0.4
4121,cool apple open temporary store sxsw link sxsw,2,sxsw,0.575,0.175
2864,prefer news iphone ipad droid mention apps mention mention amp mention mobile apps sxsw,2,sxsw,0.0,0.0
1251,listen australian knob celebrity journalist shoot shoot shoot iphone vid meet celebs sxsw,1,sxsw,0.0,0.0
6487,mention mention mention iphone apps use south southwest interactive link sxsw sxswi,1,sxsw sxswi,0.0,0.0
9023,apparently google quot ad preferences quot see google think like seenocreepy sxsw,1,seenocreepy sxsw,0.35,0.05
6538,mention mention google launch check service sxsw provide deal fmsignal sxswi,1,sxsw fmsignal sxswi,0.0,0.0
5648,mention coyne mention mention sxsw keep road link,1,sxsw,0.0,0.0
3785,mention open tech talk apple store whore pcs right crowd dig carrie sxsw,1,sxsw,0.5178571428571428,0.14285714285714285
1004,game play swsx spot non apple electronics sxsw,1,sxsw,0.4,-0.4
6030,mention hoot new blog post hootsuite mobile sxsw update iphone blackberry android link,1,sxsw updates,0.45454545454545453,0.13636363636363635
6427,mention line apple pop store everyone wait ipads first guy arrive degrees badge everywhere sxsw,1,sxsw,0.3333333333333333,0.25
3418,evolve novelty game essential utility mention mention link via mention indysaha sxsw,1,sxsw,0.35,-0.2
3260,google goggle location could tell example history build look augmentedreality sxsw,2,augmentedreality sxsw,0.0,0.0
1934,alive love great talk jonathan dahl minimalistprogramming google marissa mayer marissagoogle sxsw,2,minimalistprogramming marissagoogle sxsw,0.5833333333333334,0.4666666666666666
2030,great recap seemingly great sxsw session mention relive wonder google v bing panel link,2,sxsw,0.75,0.8
4016,facebook killers google circle announce sxsw interactive festival link google sxsw,1,google sxsw,0.0,0.0
1977,ipad sxsw thank mention fxsw,2,sxsw fxsw,0.0,0.0
600,mention grab latest mention sxsw link saytextson,1,sxsw saytextson,0.9,0.5
5426,mention apple head sxsw set temporary store austin link,1,sxsw,0.0,0.0
4337,good q mention purchase ipad sxsw see ppl buy white one nice frame presentations read,1,sxsw,0.5333333333333333,0.4333333333333333
5546,mention even begin apple win sxsw link mention,2,apple sxsw,0.4,0.8
8803,ogilvy au sxsw podcast channel open bizness itunes subscribe daily update link,1,ogilvy sxsw,0.25,0.0
3257,get new ipad sxsw flash apple store link,2,sxsw,0.45454545454545453,0.13636363636363635
8921,anyone sxsw wanna bring back windows foam link microsoft,1,sxsw microsoft,0.0,0.0
4976,oh oh oh ipad come sxsw badge mention,2,sxsw,0.0,0.0
4236,valuable apple ipad apps top critical task manage uber la lt ipad day sxsw link,1,sxsw,0.65,0.25
3301,haha google serve pies sxsw booth pm,1,sxsw,0.3,0.2
7920,apple set square foot temporary store sxsw sell new ipads test potential link socialmedia ipad,1,sxsw socialmedia ipad,0.7272727272727273,0.06818181818181818
7102,apple open temporary store downtown austin sxsw amp ipad launch link source statesman com,1,sxsw,0.5,0.0
3187,line ipad pop apple store outlandish entire week sxsw,2,sxsw,0.625,0.0
3401,awwww yeah mention congrats mention win last mention ipad case boyfriend aw sxsw cbatsxsw,2,ipad sxsw cbatsxsw,0.45555555555555555,0.43333333333333335
128,stack ipad wait buy sxsw get mine hassle apple handle perfectly link,2,ipad  s sxsw,1.0,1.0
1588,yay mention flipboard next platform iphone ceo mention say sxsw,2,sxsw,0.0,0.0
7186,quot reason apple continue survival existence god quot mention enchantment sxsw sxswi,0,enchantment sxsw sxswi,0.0,0.0
2231,marissa mayer google connect digital amp physical worlds mobile link sxsw,1,sxsw,0.07142857142857142,0.0
7600,google circle loom google nerds get social sxsw mention link via mention,1,sxsw,0.06666666666666667,0.03333333333333333
491,photo far best sxsw accessory ipad follow closely margarita link,2,sxsw,0.65,0.55
8967,staed sxsw plan last night official ipad app solid resource still come sho schedule,2,sxsw,0.08333333333333334,0.0
5878,mention google launch major new social network call circle possibly today link sxsw,1,sxsw,0.5053030303030304,0.05804924242424242
411,check coyne pr update sxsw link via mention,1,sxsw,0.0,0.0
6626,mention mention win ipad sign link sxsw wantlet,1,sxsw wantlet,0.4,0.8
5471,mention apple store downtown austin open til midnight sxsw,1,sxsw,0.5,0.0
5169,mention quot apple like pay apple like quot barry diller sxsw mention acc ballroom pic link,1,sxsw,0.0,0.0
8664,cnn launch quot tv everywhere quot service mobile google tv computers link sxsw via mention,1,sxsw,0.0,0.0
7001,iphone apps keep groove sxsw mention link via mention,2,sxsw,0.0,0.0
5044,mention mention double fisting keynote sxsw apple link,1,sxsw apple,0.0,0.0
4509,sxsw indieauthors sanders quot one author talk technology stories facebook iphone show stories quot,1,sxsw indieauthors,0.0,0.0
4356,new moose tracker google discuss impoance location mobile link sxsw,1,sxsw,0.45454545454545453,0.13636363636363635
8659,wish could go mention head link pm cst today win vip access acoustic solo set sxsw tonight,1,sxsw,0.4,0.8
52,link edchat musedchat sxsw sxswi classical newtwitter,1,edchat musedchat sxsw sxswi classical newtwitter,0.0,0.0
3644,take flight away big apple nyc nest barely hatch staups take flight sxsw link sxsw staups,1,sxsw startups,0.1,0.025
7699,false alarm could google blush mention google launch major new social network call circle link sxsw,1,sxsw,0.40530303030303033,-0.0419507575757576
2116,iphone crash front sxsw apple pop bestworstthingever,3,sxsw bestworstthingever,0.0,0.0
5949,mention great panel w guy fr mention mention mention amp google hotpot social recs def end recs discotalk sxsw sloanxsw,2,discotalk sxsw sloanxsw,0.4083333333333333,0.4166666666666667
74,ha ha mention sxsw news yahoo com loose search traffic new site google com doubt last tho w weird name,1,sxsw,0.4476107226107226,-0.11013986013986014
7900,apple put popup store sxsw hawk ipad think sell one two link,2,sxsw,0.0,0.0
1373,quot p r n g quot mention gsd amp google sit tree link sxsw gsdm,1,sxsw gsdm,0.0,0.0
5185,mention quot one thing sxsw good flash mob hive think quot apple win mention sxsw ipad link,2,sxsw ipad,0.5,0.75
1762,google map usage mobile see demo new version mobile map nice sxsw,2,sxsw,0.7272727272727273,0.36818181818181817
1900,lol u r gadgetzilla fun mention sxsw festival time omg scar get netbook ipad amp droid,2,sxsw ipad,0.44999999999999996,0.55
8362,sxsw quote day ipad interface design quot relatable discoverable quot ipad digital,1,sxsw ipad digital,0.0,0.0
6319,mention mingly apple tv day giveaway register win sxsw win link,1,sxsw winning,0.4,0.8
4668,apple open temp store friday th amp congress sxsw link,1,sxsw,0.5,0.0
6515,mention mention best thing hear weekend sxsw quot give ipad money japan relief need ipad,2,sxsw japan,0.3,1.0
1574,run mention temporary apple store mention mention amy sxsw,1,sxsw,0.0,0.0
2267,could big gt gt google launch major new social network call circle possibly today link tech sxsw,1,google social circles tech sxsw,0.4242424242424242,0.04643939393939393
5783,mention go sxsw find amp mention could win tech prize mention ipad amp iphone case,1,sxsw ipad iphone,0.4,0.8
3739,try initiate carpooling ridonkulous taxi line geeks silent bet everyone would iphone app sxsw,1,sxsw,0.1,0.0
5991,mention free mention sampler celebrate sxsw year include baon hollow link nice,1,sxsw,0.6166666666666667,0.3
3267,food think juxtapose ipad sxsw rock lybian rebel thwaed gorgeous day la amp japan reel,2,sxsw,0.9,0.7
6952,mention win free ipad webdoc com sxsw,1,sxsw,0.6000000000000001,0.6000000000000001
6753,mention ironic tee usurp ipad hipster geek sta chic fashion item year sxsw,2,sxsw,0.9,0.2
3136,novelty ipad news apps fade fast among sxsw delegate mention link,0,sxsw,0.6,0.2
2103,android pay sxsw mention lustre pearl bar w others link,1,sxsw,0.0,0.0
5663,mention design ipad like design class someone give talk assume ditch previous experience sxsw,1,sxsw,0.16666666666666666,-0.16666666666666666
3298,quot google products need condense quot merissa mayor sxsw conference link,3,merissa mayor sxsw,0.0,0.0
6054,mention yet walk conference room look like apple ad think nothing else sxsw,0,sxsw,0.0,0.0
3507,apple ehphone available canada sxsw apple aphone canada,1,sxsw apple aphone canada,0.4,0.4
4639,ipad lounge mention free daily sxsw free coffee ipad recharge refresh austin detail link,2,ipad sxsw ipad art,0.5333333333333333,0.26666666666666666
3178,queue ipads instead pay honestly geeks get grip mention ipad take sxsw video link,1,sxsw,0.9,0.6
3720,mayer make clear google go straight foursquare amp gowalla google hotpot sxsw,1,sxsw,0.39166666666666666,0.15000000000000002
4969,mass google zation rank index educational assets vs lose sea uncatalogued materials present futureofed gsdm sxsw,1,futureofed gsdm sxsw,0.3833333333333333,-0.18333333333333335
6832,mention update npr music iphone app song info songs amp live video stream time sxsw link,2,sxsw,0.5,0.13636363636363635
1335,disgust iphone battery life already pm blackberry go strong sxsw,0,sxsw,0.7333333333333333,0.4333333333333333
2656,average google map see users come mobile devices become connect mention sxsw donline dk,1,sxsw donline,0.39999999999999997,-0.15
8711,pack house google bing q amp search rank oh quot hope catfight quot sxsw qagb,2,sxsw qagb,0.9,-0.8
3711,good morning everybody ipad take sxsw video link via mashable apple,2,ipad sxsw apple,0.6000000000000001,0.7
1590,mention great meet mention meetup post new sxsw medical apps link sxswh hcsm,1,sxsw sxswh hcsm,0.40151515151515155,0.31212121212121213
7015,phone around blackberry iphone android distant third sxsw,1,sxsw,0.175,-0.05
5781,mention go sxsw checkin friends austin location base apps link iphone,1,sxsw iphone,1.0,-0.8
4102,gsdm google pay hook sxsw link,2,sxsw,0.0,0.0
2364,google social network circle come today sxsw link,1,sxsw,0.06666666666666667,0.03333333333333333
1264,available today mention mobile apps iphone android blackberry windowsmobile w facebook info link sxsw,1,iphone android blackberry windowsmobile sxsw,0.4,0.4
2026,idea time apple store sxsw close tonight,1,sxsw,0.0,0.0
